,Unnamed: 0,League,Year,Season,Type,blueTeamTag,bResult,rResult,redTeamTag,gamelength,blueTop,blueTopChamp,blueJungle,blueJungleChamp,blueMiddle,blueMiddleChamp,blueADC,blueADCChamp,blueSupport,blueSupportChamp,redTop,redTopChamp,redJungle,redJungleChamp,redMiddle,redMiddleChamp,redADC,redADCChamp,redSupport,redSupportChamp,Address,Date
5762,5762,LLN,2017,Summer,Season,INF,1,0,ZTG,30,Relic,JarvanIV,Leozuxo,Gragas,Cotopaco,Cassiopeia,Diesel,Varus,Baula,Braum,Voltigore,Galio,SolidSnake,Olaf,MasterJos,Syndra,Medusa,Xayah,Gralou,Thresh,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/230279?gameHash=b38fa54536576684,15/6/2017
5763,5763,LLN,2017,Summer,Season,ZTG,0,1,INF,42,Voltigore,Rumble,SolidSnake,Elise,MasterJos,Zed,Zigu,Tristana,Gralou,Lulu,Relic,JarvanIV,Leozuxo,Gragas,Cotopaco,Leblanc,Diesel,Caitlyn,Baula,Karma,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/230287?gameHash=e2727820b316628a,15/6/2017
5764,5764,LLN,2017,Summer,Season,SCW,0,1,D9,30,xSWRD,Gnar,FROSTSTRIKE,Gragas,Seranok,Cassiopeia,Germoo,Ashe,DevilPancake,Thresh,Akunma,Kled,Julaxe,Elise,Nobody,Syndra,Zeypher,Varus,Suppa,Braum,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/220465?gameHash=e96e4b79a2cfecb9,20/6/2017
5765,5765,LLN,2017,Summer,Season,D9,1,0,SCW,26,Akunma,Renekton,Julaxe,LeeSin,Nobody,Syndra,Zeypher,Xayah,Suppa,Braum,xSWRD,JarvanIV,FROSTSTRIKE,Khazix,Seranok,Leblanc,Germoo,Varus,DevilPancake,Rakan,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/220471?gameHash=2536eddf07c80e3a,20/6/2017
5766,5766,LLN,2017,Summer,Season,JTH,0,1,PDS,40,Porky,JarvanIV,t4nky,Elise,Hobbler,Cassiopeia,EvanRL,Varus,DCStar,Karma,jer0m,Kennen,RafaL0L,Graves,Icytower,Vladimir,xpng,Caitlyn,Choisix,Blitzcrank,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/220472?gameHash=2b6960d40dbdbe52,20/6/2017
5767,5767,LLN,2017,Summer,Season,PDS,1,0,JTH,43,jer0m,Renekton,RafaL0L,Elise,Icytower,Fizz,xpng,Varus,Choisix,Thresh,Porky,Fiora,t4nky,Nidalee,Hobbler,Syndra,EvanRL,Kennen,DCStar,Blitzcrank,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/220482?gameHash=2d1ca19bb81f10c2,20/6/2017
5768,5768,LLN,2017,Summer,Season,LYN,1,0,SCW,36,Jirall,JarvanIV,Oddie,Elise,Seiya,Syndra,WhiteLotus,Varus,Genthix,TahmKench,xSWRD,Cassiopeia,FROSTSTRIKE,LeeSin,Seranok,Ahri,Germoo,Caitlyn,DevilPancake,Braum,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/220493?gameHash=5be155c5cac436b2,21/6/2017
5769,5769,LLN,2017,Summer,Season,SCW,0,1,LYN,41,xSWRD,Renekton,FraGio,Rengar,Seranok,Ahri,Nymue,Xayah,DevilPancake,Thresh,Jirall,Kled,Oddie,LeeSin,Seiya,Leblanc,WhiteLotus,Jhin,Genthix,Braum,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/220502?gameHash=8e08bbe071d6ed3f,21/6/2017
5770,5770,LLN,2017,Summer,Season,JTH,0,1,INF,31,Porky,Fiora,t4nky,Gragas,Hobbler,Viktor,EvanRL,Caitlyn,DCStar,Zyra,Relic,JarvanIV,Leozuxo,LeeSin,Cotopaco,Leblanc,Diesel,Varus,Baula,Blitzcrank,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/220510?gameHash=3de1b4e928aa6299,21/6/2017
5771,5771,LLN,2017,Summer,Season,INF,0,1,JTH,42,Relic,Galio,Leozuxo,Elise,Cotopaco,Viktor,Diesel,Varus,Baula,Braum,Porky,Camille,t4nky,LeeSin,Hobbler,Leblanc,EvanRL,Xayah,DCStar,Karma,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/220512?gameHash=29f0d6e5000ef892,21/6/2017
5772,5772,LLN,2017,Summer,Season,PDS,1,0,GG,49,jer0m,Gnar,RafaL0L,Gragas,Icytower,Vladimir,xpng,Varus,Choisix,Thresh,ChumpJohn,Renekton,LiquidDiego,LeeSin,Lezaford,Kassadin,N1njA,Caitlyn,NerzhuL,TahmKench,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/220524?gameHash=3aa4a543aaff87dc,22/6/2017
5773,5773,LLN,2017,Summer,Season,GG,0,1,PDS,49,ChumpJohn,Jayce,LiquidDiego,Elise,Lezaford,Galio,N1njA,Varus,NerzhuL,TahmKench,jer0m,Kennen,RafaL0L,Gragas,Icytower,Orianna,xpng,Caitlyn,Choisix,Braum,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/220528?gameHash=f7c5a09e90f7e9b0,22/6/2017
5774,5774,LLN,2017,Summer,Season,D9,1,0,ZTG,38,Akunma,Kled,Julaxe,LeeSin,Nobody,Syndra,Zeypher,Xayah,Suppa,Thresh,Voltigore,Renekton,SolidSnake,RekSai,MasterJos,Ekko,Zigu,Lucian,Gralou,Karma,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/220534?gameHash=d207a426bb237e2f,22/6/2017
5775,5775,LLN,2017,Summer,Season,ZTG,0,1,D9,33,Voltigore,Kennen,SolidSnake,RekSai,MasterJos,Ahri,Zigu,Caitlyn,Gralou,Braum,Akunma,Kled,Julaxe,Elise,Nobody,Leblanc,Zeypher,Varus,Suppa,Thresh,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/220540?gameHash=4e71696e62a9c43f,22/6/2017
5776,5776,LLN,2017,Summer,Season,LYN,1,0,ZTG,32,Jirall,Rumble,Oddie,RekSai,Seiya,JarvanIV,WhiteLotus,Xayah,Genthix,Blitzcrank,Voltigore,Galio,SolidSnake,LeeSin,MasterJos,Cassiopeia,Medusa,Caitlyn,Gralou,Karma,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/240139?gameHash=be06bf50e0965543,27/6/2017
5777,5777,LLN,2017,Summer,Season,ZTG,0,1,LYN,28,Voltigore,Kled,SolidSnake,Khazix,MasterJos,Galio,Medusa,Twitch,Gralou,Braum,Jirall,Camille,Oddie,Gragas,Seiya,Leblanc,WhiteLotus,Xayah,Genthix,Rakan,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/240144?gameHash=cd5f98dd49003664,27/6/2017
5778,5778,LLN,2017,Summer,Season,GG,0,1,D9,30,ChumpJohn,JarvanIV,LiquidDiego,Elise,Lezaford,Galio,N1njA,Ashe,NerzhuL,Blitzcrank,Akunma,Camille,Julaxe,Gragas,Nobody,Syndra,Zeypher,Lucian,Suppa,Thresh,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/240148?gameHash=53ee3ce59f63ff68,27/6/2017
5779,5779,LLN,2017,Summer,Season,D9,0,1,GG,41,Akunma,Kennen,Julaxe,LeeSin,Nobody,Syndra,Zeypher,Xayah,Suppa,Thresh,ChumpJohn,Gragas,Wikko,Elise,Lezaford,Ekko,N1njA,Tristana,NerzhuL,TahmKench,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/240154?gameHash=ec93d93f7c832346,27/6/2017
5780,5780,LLN,2017,Summer,Season,INF,1,0,PDS,34,Relic,Fiora,Leozuxo,LeeSin,Cotopaco,Syndra,Diesel,Kennen,Baula,Zyra,jer0m,JarvanIV,RafaL0L,Gragas,Icytower,Corki,xpng,Varus,Choisix,Braum,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/250152?gameHash=6ae73a87443130e8,28/6/2017
5781,5781,LLN,2017,Summer,Season,PDS,0,1,INF,35,jer0m,Fiora,RafaL0L,Gragas,Icytower,Kassadin,xpng,Caitlyn,Choisix,TahmKench,Relic,Renekton,Leozuxo,Elise,Cotopaco,Taliyah,Diesel,Jhin,Baula,Thresh,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/250160?gameHash=e013a5ec760d1fda,28/6/2017
5782,5782,LLN,2017,Summer,Season,SCW,0,1,JTH,29,xSWRD,Poppy,FraGio,LeeSin,Seranok,Leblanc,Nymue,Xayah,DevilPancake,Rakan,Porky,Camille,t4nky,Elise,Hobbler,Jayce,EvanRL,Tristana,DCStar,Morgana,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/250161?gameHash=80c3ea37ca9fcd58,28/6/2017
5783,5783,LLN,2017,Summer,Season,JTH,1,0,SCW,30,Porky,Shen,t4nky,LeeSin,Hobbler,Syndra,EvanRL,Tristana,DCStar,Morgana,xSWRD,Kled,FraGio,RekSai,Seranok,Ahri,Nymue,Caitlyn,DevilPancake,Blitzcrank,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/250171?gameHash=05e0a7917e7e2a32,28/6/2017
5784,5784,LLN,2017,Summer,Season,SCW,0,1,INF,29,xSWRD,Shen,FROSTSTRIKE,Gragas,Seranok,Lucian,Germoo,Ashe,DevilPancake,TahmKench,Relic,Renekton,Leozuxo,RekSai,Cotopaco,Syndra,Diesel,Tristana,Baula,Thresh,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/260029?gameHash=7a8f6c4143e0ef88,11/7/2017
5785,5785,LLN,2017,Summer,Season,INF,1,0,SCW,31,Relic,Shen,Leozuxo,Elise,Cotopaco,Leblanc,Diesel,Jhin,Baula,Thresh,xSWRD,Renekton,FraGio,Gragas,Seranok,Orianna,Germoo,Tristana,DevilPancake,Braum,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/260041?gameHash=6f5be1cb00b6dc69,11/7/2017
5786,5786,LLN,2017,Summer,Season,PDS,1,0,ZTG,35,jer0m,Gnar,RafaL0L,RekSai,Icytower,Kassadin,xpng,Kalista,Choisix,Rakan,Voltigore,Camille,SolidSnake,Gragas,MasterJos,Viktor,Zigu,Sivir,Gralou,Thresh,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/260051?gameHash=3119ba9f8d46df19,11/7/2017
5787,5787,LLN,2017,Summer,Season,ZTG,0,1,PDS,33,Voltigore,Camille,SolidSnake,Elise,MasterJos,Syndra,Zigu,Sivir,Gralou,Braum,jer0m,Poppy,RafaL0L,Gragas,Icytower,Vladimir,xpng,Kalista,Choisix,Thresh,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/260061?gameHash=a89c9b57a281105c,11/7/2017
5788,5788,LLN,2017,Summer,Season,LYN,1,0,D9,27,Jirall,Gnar,Oddie,RekSai,Seiya,Taliyah,WhiteLotus,Tristana,Genthix,Alistar,Akunma,Camille,Julaxe,Gragas,Nobody,Ahri,Zeypher,Kalista,Suppa,Braum,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/260067?gameHash=53d45e214acb7d9e,12/7/2017
5789,5789,LLN,2017,Summer,Season,D9,0,1,LYN,32,Akunma,Jayce,Julaxe,Elise,Nobody,Cassiopeia,Zeypher,Varus,Suppa,TahmKench,Jirall,Gnar,Oddie,RekSai,Seiya,Vladimir,WhiteLotus,Xayah,Genthix,Thresh,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/260074?gameHash=00fc8c3957193d35,12/7/2017
5790,5790,LLN,2017,Summer,Season,JTH,0,1,GG,30,Porky,Gnar,t4nky,RekSai,Hobbler,Corki,EvanRL,Xayah,DCStar,Braum,ChumpJohn,Jayce,LiquidDiego,Gragas,Lezaford,Cassiopeia,N1njA,Tristana,NerzhuL,Thresh,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/260076?gameHash=2646626f3b184dc3,12/7/2017
5791,5791,LLN,2017,Summer,Season,GG,1,0,JTH,33,ChumpJohn,Gnar,LiquidDiego,RekSai,Lezaford,Vladimir,N1njA,Kalista,NerzhuL,TahmKench,Porky,Fiora,t4nky,LeeSin,Hobbler,Syndra,EvanRL,Tristana,DCStar,Thresh,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/260091?gameHash=a4dece9a45abf3e5,12/7/2017
5792,5792,LLN,2017,Summer,Season,SCW,0,1,PDS,29,xSWRD,Shen,FROSTSTRIKE,Elise,Seranok,Syndra,Germoo,Tristana,DevilPancake,Braum,jer0m,Renekton,RafaL0L,RekSai,Icytower,Ekko,xpng,Kalista,Choisix,Rakan,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/270075?gameHash=322ddeafe01d606b,13/7/2017
5793,5793,LLN,2017,Summer,Season,PDS,1,0,SCW,27,jer0m,Gnar,RafaL0L,Gragas,Icytower,Corki,xpng,Caitlyn,Choisix,Rakan,xSWRD,Renekton,FROSTSTRIKE,RekSai,Seranok,Xerath,Germoo,Jhin,DevilPancake,Thresh,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/270088?gameHash=290f3d6c70c0ed74,13/7/2017
5794,5794,LLN,2017,Summer,Season,INF,0,1,D9,30,Relic,Renekton,Leozuxo,RekSai,Cotopaco,Leblanc,Diesel,Tristana,Baula,Thresh,Akunma,Kled,Julaxe,Sejuani,Nobody,Corki,Zeypher,Kalista,Suppa,Alistar,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/270104?gameHash=46bae84dd76f19cf,13/7/2017
5795,5795,LLN,2017,Summer,Season,D9,0,1,INF,37,Akunma,Gnar,Julaxe,Sejuani,Nobody,Orianna,Zeypher,Varus,Suppa,Zyra,Relic,JarvanIV,Leozuxo,Gragas,Cotopaco,Taliyah,Diesel,Xayah,Baula,Braum,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/270107?gameHash=d3f1154ad86bf456,13/7/2017
5796,5796,LLN,2017,Summer,Season,GG,1,0,ZTG,57,ChumpJohn,Kled,LiquidDiego,LeeSin,Lezaford,Corki,N1njA,Caitlyn,NerzhuL,Thresh,Voltigore,Renekton,SolidSnake,Zac,MasterJos,Kassadin,Zigu,Varus,Gralou,Braum,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/260327?gameHash=3206026ab12f4260,18/7/2017
5797,5797,LLN,2017,Summer,Season,ZTG,1,0,GG,40,Voltigore,Fiora,SolidSnake,Gragas,MasterJos,Corki,Zigu,Varus,Gralou,Thresh,ChumpJohn,Gnar,LiquidDiego,RekSai,Lezaford,Syndra,N1njA,Kalista,NerzhuL,Alistar,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/260335?gameHash=10c067dd915e6095,18/7/2017
5798,5798,LLN,2017,Summer,Season,LYN,0,1,JTH,36,Jirall,Rumble,Oddie,RekSai,Seiya,Orianna,WhiteLotus,Tristana,Genthix,Braum,Porky,Shen,t4nky,Gragas,Hobbler,Leblanc,EvanRL,Kalista,Keoo,Thresh,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/260338?gameHash=f317c7a012e727d7,18/7/2017
5799,5799,LLN,2017,Summer,Season,JTH,0,1,LYN,31,Porky,Gnar,t4nky,RekSai,Hobbler,Corki,EvanRL,Kalista,Keoo,TahmKench,Jirall,Camille,Oddie,Gragas,Seiya,Cassiopeia,WhiteLotus,Tristana,Genthix,Alistar,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/260347?gameHash=01ab4b375abc2136,18/7/2017
5800,5800,LLN,2017,Summer,Season,GG,1,0,SCW,44,ChumpJohn,Camille,LiquidDiego,Gragas,Lezaford,Kassadin,N1njA,Tristana,NerzhuL,Thresh,xSWRD,Shen,FROSTSTRIKE,RekSai,Seranok,Corki,Germoo,Kalista,DevilPancake,Braum,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/260349?gameHash=a3266e68894b30da,19/7/2017
5801,5801,LLN,2017,Summer,Season,SCW,0,1,GG,35,xSWRD,Renekton,FROSTSTRIKE,RekSai,Seranok,Taliyah,Germoo,Kalista,DevilPancake,Trundle,ChumpJohn,Kled,LiquidDiego,Gragas,Lezaford,Corki,N1njA,KogMaw,NerzhuL,Braum,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/270294?gameHash=7fd0cfce5985932a,19/7/2017
5802,5802,LLN,2017,Summer,Season,D9,1,0,PDS,31,Akunma,Kled,Julaxe,Elise,Nobody,Syndra,Zeypher,Kalista,Suppa,Braum,jer0m,Gnar,RafaL0L,Gragas,Icytower,Corki,xpng,Tristana,Choisix,Alistar,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/270297?gameHash=e18145edf2ca783f,19/7/2017
5803,5803,LLN,2017,Summer,Season,PDS,1,0,D9,28,jer0m,Gnar,RafaL0L,Elise,Icytower,Vladimir,xpng,Varus,Choisix,Blitzcrank,Akunma,Kled,Julaxe,LeeSin,Nobody,Orianna,Zeypher,Xayah,Suppa,Thresh,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/270308?gameHash=ba1e92a6bf23e194,19/7/2017
5804,5804,LLN,2017,Summer,Season,LYN,1,0,INF,27,Jirall,Gnar,Oddie,Sejuani,Seiya,Syndra,WhiteLotus,Xayah,Genthix,Thresh,Relic,Jayce,Leozuxo,RekSai,Zelt,Orianna,Diesel,Kalista,Baula,Blitzcrank,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/260385?gameHash=de84a52ef9cc457f,20/7/2017
5805,5805,LLN,2017,Summer,Season,INF,0,1,LYN,30,Relic,Jax,Leozuxo,Nidalee,Zelt,Anivia,Diesel,Caitlyn,Baula,Morgana,Jirall,Camille,Oddie,Elise,Seiya,Galio,WhiteLotus,Jhin,Genthix,Thresh,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/260396?gameHash=b4afa3b50c45b03e,20/7/2017
5806,5806,LLN,2017,Summer,Season,ZTG,0,1,JTH,36,Voltigore,Gnar,SolidSnake,Elise,MasterJos,Viktor,Zigu,Varus,Gralou,Braum,Porky,Renekton,t4nky,Nidalee,Hobbler,Galio,EvanRL,KogMaw,DCStar,Thresh,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/260398?gameHash=c4031f8ab0808548,20/7/2017
5807,5807,LLN,2017,Summer,Season,JTH,1,0,ZTG,33,Porky,Gnar,t4nky,Gragas,Hobbler,Syndra,EvanRL,Kalista,DCStar,Rakan,Voltigore,Shen,SolidSnake,Maokai,MasterJos,Corki,Zigu,Twitch,Gralou,Braum,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/260408?gameHash=5f071a2592d12c17,20/7/2017
5808,5808,LLN,2017,Summer,Season,JTH,1,0,D9,31,Porky,Rumble,t4nky,Maokai,Hobbler,Lucian,EvanRL,KogMaw,DCStar,Trundle,Akunma,Gnar,Julaxe,Chogath,Nobody,Leblanc,Zeypher,Jhin,Suppa,Braum,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/290214?gameHash=7912d6ab768b54e1,25/7/2017
5809,5809,LLN,2017,Summer,Season,D9,0,1,JTH,35,Akunma,Jayce,Julaxe,Sejuani,Nobody,Cassiopeia,Zeypher,Kalista,Suppa,Alistar,Porky,Gnar,t4nky,Elise,Hobbler,Orianna,EvanRL,Jhin,DCStar,Thresh,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/290222?gameHash=d644f037df229810,25/7/2017
5810,5810,LLN,2017,Summer,Season,INF,1,0,GG,33,Relic,Chogath,Leozuxo,Sejuani,Cotopaco,Corki,Diesel,Tristana,Baula,Braum,ChumpJohn,Mordekaiser,LiquidDiego,Maokai,Lezaford,Lucian,N1njA,Jhin,NerzhuL,Trundle,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/290227?gameHash=c9dc5dcad66cf56d,25/7/2017
5811,5811,LLN,2017,Summer,Season,GG,1,0,INF,39,ChumpJohn,Rumble,LiquidDiego,Maokai,Lezaford,Lucian,N1njA,Tristana,NerzhuL,Alistar,Relic,Chogath,Leozuxo,Gragas,Cotopaco,Cassiopeia,Diesel,KogMaw,Baula,Braum,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/290242?gameHash=489a78f2e4f47ab7,25/7/2017
5812,5812,LLN,2017,Summer,Season,PDS,0,1,LYN,28,jer0m,Gnar,RafaL0L,Gragas,Icytower,Orianna,Manu,Kalista,Choisix,Karma,Jirall,Chogath,Oddie,Maokai,Seiya,Taliyah,WhiteLotus,Tristana,Genthix,Trundle,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/280261?gameHash=0f5884f52ad94195,26/7/2017
5813,5813,LLN,2017,Summer,Season,LYN,1,0,PDS,28,Jirall,Shen,Oddie,Gragas,Seiya,Cassiopeia,WhiteLotus,Caitlyn,Genthix,Trundle,jer0m,Gnar,RafaL0L,Maokai,Icytower,Orianna,Manu,Varus,Choisix,Blitzcrank,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/280269?gameHash=241985a9d4bb5f07,26/7/2017
5814,5814,LLN,2017,Summer,Season,SCW,1,0,ZTG,54,xSWRD,Shen,FraGio,Zac,Seranok,Leblanc,Germoo,Kalista,DevilPancake,Braum,Voltigore,Renekton,SolidSnake,Maokai,MasterJos,Cassiopeia,Zigu,Sivir,Gralou,Bard,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/280272?gameHash=491e29807bd33c0c,26/7/2017
5815,5815,LLN,2017,Summer,Season,ZTG,1,0,SCW,45,Voltigore,Shen,SolidSnake,Maokai,MasterJos,Kassadin,Zigu,Tristana,Gralou,Braum,xSWRD,Renekton,FraGio,Sejuani,Seranok,Corki,Germoo,Kalista,DevilPancake,Trundle,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/280279?gameHash=146b98910c66ef85,26/7/2017
5816,5816,LLN,2017,Summer,Season,ZTG,1,0,INF,41,Voltigore,Renekton,SolidSnake,Chogath,MasterJos,Corki,Zigu,Varus,Gralou,Braum,Relic,Shen,Leozuxo,Elise,Zelt,Syndra,Diesel,Caitlyn,Baula,Taric,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/290301?gameHash=4da53da6a8a73ee1,27/7/2017
5817,5817,LLN,2017,Summer,Season,INF,1,0,ZTG,34,Relic,Poppy,Leozuxo,Maokai,Zelt,Syndra,Diesel,Xayah,Baula,Rakan,Voltigore,Gnar,SolidSnake,Sejuani,MasterJos,Velkoz,Zigu,Tristana,Gralou,Braum,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/290309?gameHash=754b8e9c29f4329d,27/7/2017
5818,5818,LLN,2017,Summer,Season,GG,0,1,LYN,40,ChumpJohn,Rumble,LiquidDiego,Sejuani,Lezaford,Cassiopeia,N1njA,Tristana,NerzhuL,Thresh,Jirall,Shen,Oddie,Gragas,Seiya,Leblanc,WhiteLotus,Xayah,Genthix,Alistar,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/290312?gameHash=a62c3607b1b1258f,27/7/2017
5819,5819,LLN,2017,Summer,Season,LYN,1,0,GG,32,Jirall,Shen,Oddie,Kayn,Seiya,Galio,WhiteLotus,Kalista,Genthix,Trundle,ChumpJohn,Rumble,LiquidDiego,Maokai,Lezaford,Talon,N1njA,Xayah,NerzhuL,Alistar,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/290475?gameHash=7cfe94e5b39e90ed,1/8/2017
5820,5820,LLN,2017,Summer,Season,PDS,0,1,JTH,41,jer0m,Gnar,RafaL0L,Sejuani,Icytower,Vladimir,Manu,Draven,Choisix,Thresh,Porky,Chogath,t4nky,Gragas,Hobbler,Orianna,EvanRL,Sivir,DCStar,Braum,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/290477?gameHash=316565c18a36d548,1/8/2017
5821,5821,LLN,2017,Summer,Season,JTH,0,1,PDS,40,Porky,DrMundo,t4nky,Elise,Hobbler,Lucian,EvanRL,KogMaw,DCStar,Trundle,jer0m,Chogath,RafaL0L,Gragas,Icytower,Syndra,Manu,Tristana,Choisix,Blitzcrank,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/290483?gameHash=b873e1858deec9ea,1/8/2017
5822,5822,LLN,2017,Summer,Season,D9,1,0,SCW,30,Akunma,Camille,Julaxe,Sejuani,Nobody,Taliyah,Zeypher,Caitlyn,NeedLess,Morgana,xSWRD,Kled,FraGio,Elise,Seranok,Jayce,Germoo,Varus,DevilPancake,Braum,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/290486?gameHash=c972804ab8e66f2c,1/8/2017
5823,5823,LLN,2017,Summer,Season,SCW,0,1,D9,44,xSWRD,Gragas,FraGio,Elise,Seranok,Leblanc,Germoo,KogMaw,DevilPancake,Braum,Akunma,Camille,Julaxe,Sejuani,Nobody,Kassadin,Zeypher,Kalista,NeedLess,Trundle,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/290491?gameHash=01360c9cdc07e173,1/8/2017
5824,5824,LLN,2017,Summer,Season,INF,1,0,JTH,43,Relic,Rumble,Leozuxo,JarvanIV,Cotopaco,Lucian,Diesel,Jhin,Baula,Thresh,Porky,Chogath,t4nky,Gragas,Hobbler,Syndra,EvanRL,Twitch,DCStar,Braum,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/280479?gameHash=c418b05513ae3d91,2/8/2017
5825,5825,LLN,2017,Summer,Season,JTH,0,1,INF,35,Porky,Chogath,t4nky,JarvanIV,Hobbler,Corki,EvanRL,Sivir,DCStar,Braum,Relic,Renekton,Leozuxo,Gragas,Cotopaco,Taliyah,Diesel,Tristana,Baula,Zyra,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/280490?gameHash=1396c817b05e9b38,2/8/2017
5826,5826,LLN,2017,Summer,Season,SCW,0,1,LYN,29,xSWRD,Gragas,FraGio,Khazix,Seranok,Taliyah,Germoo,Ashe,DevilPancake,Maokai,Jirall,Trundle,Oddie,Kayn,Seiya,Karthus,WhiteLotus,Kalista,Genthix,Alistar,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/280492?gameHash=ab5d5267d45508af,2/8/2017
5827,5827,LLN,2017,Summer,Season,LYN,1,0,SCW,24,Jirall,Maokai,Oddie,Elise,Seiya,Lucian,WhiteLotus,Vayne,Genthix,Alistar,xSWRD,Gnar,FROSTSTRIKE,Sejuani,Seranok,Xerath,Germoo,Varus,DevilPancake,Braum,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/280498?gameHash=4a42677e5c84ac98,2/8/2017
