Champions,ban_pos,TeamBan,Date
KogMaw,ban_3,blueBans,2017-07-21
Braum,ban_3,blueBans,2017-07-22
Thresh,ban_3,blueBans,2017-07-22
Kalista,ban_3,blueBans,2017-07-22
Kalista,ban_3,blueBans,2017-07-22
Elise,ban_3,blueBans,2017-07-22
Kalista,ban_3,blueBans,2017-07-22
RekSai,ban_3,blueBans,2017-07-23
Elise,ban_3,blueBans,2017-07-23
Tristana,ban_3,blueBans,2017-07-23
Maokai,ban_3,blueBans,2017-07-27
Elise,ban_3,blueBans,2017-07-27
Zac,ban_3,blueBans,2017-07-27
Elise,ban_3,blueBans,2017-07-27
Elise,ban_3,blueBans,2017-07-28
Leblanc,ban_3,blueBans,2017-07-28
Chogath,ban_3,blueBans,2017-07-28
Maokai,ban_3,blueBans,2017-07-28
Alistar,ban_3,blueBans,2017-07-29
Chogath,ban_3,blueBans,2017-07-29
Alistar,ban_3,blueBans,2017-07-29
Kayn,ban_3,blueBans,2017-07-29
Thresh,ban_3,blueBans,2017-07-29
Chogath,ban_3,blueBans,2017-08-03
Maokai,ban_3,blueBans,2017-08-03
Chogath,ban_3,blueBans,2017-08-03
Chogath,ban_3,blueBans,2017-08-03
Caitlyn,ban_3,blueBans,2017-08-04
Kalista,ban_3,blueBans,2017-08-04
Zac,ban_3,blueBans,2017-08-04
Alistar,ban_3,blueBans,2017-08-04
Rakan,ban_3,blueBans,2017-08-05
Chogath,ban_3,blueBans,2017-08-05
Rakan,ban_3,blueBans,2017-08-05
Rakan,ban_3,blueBans,2017-08-05
Zac,ban_3,blueBans,2017-08-05
Rengar,ban_3,blueBans,2017-08-10
Elise,ban_3,blueBans,2017-08-10
Zac,ban_3,blueBans,2017-08-10
Elise,ban_3,blueBans,2017-08-10
JarvanIV,ban_3,blueBans,2017-08-10
Leblanc,ban_3,blueBans,2017-08-11
JarvanIV,ban_3,blueBans,2017-08-11
Alistar,ban_3,blueBans,2017-08-11
Maokai,ban_3,blueBans,2017-08-11
Fiddlesticks,ban_3,blueBans,2017-08-12
Leblanc,ban_3,blueBans,2017-08-12
Elise,ban_3,blueBans,2017-08-12
JarvanIV,ban_3,blueBans,2017-08-12
Illaoi,ban_3,blueBans,2017-08-13
Rengar,ban_3,blueBans,2017-08-13
Thresh,ban_3,blueBans,2017-08-13
Thresh,ban_3,blueBans,2017-08-13
Kalista,ban_3,blueBans,2017-08-13
Chogath,ban_3,blueBans,2017-08-19
Gnar,ban_3,blueBans,2017-08-19
Chogath,ban_3,blueBans,2017-08-19
Caitlyn,ban_3,blueBans,2017-08-20
Cassiopeia,ban_3,blueBans,2017-08-20
Caitlyn,ban_3,blueBans,2017-08-20
Lucian,ban_3,blueBans,2017-08-20
Caitlyn,ban_3,blueBans,2017-08-20
Orianna,ban_3,blueBans,2017-08-26
Cassiopeia,ban_3,blueBans,2017-08-26
Lucian,ban_3,blueBans,2017-08-26
Elise,ban_3,blueBans,2017-08-26
Gragas,ban_3,blueBans,2017-08-27
Rakan,ban_3,blueBans,2017-08-27
JarvanIV,ban_3,blueBans,2017-08-27
TahmKench,ban_3,blueBans,2017-02-09
Sivir,ban_3,blueBans,2017-02-09
Tristana,ban_3,blueBans,2017-02-09
Xayah,ban_3,blueBans,2017-02-09
JarvanIV,ban_3,blueBans,2017-02-09
Gnar,ban_3,blueBans,2017-03-09
Cassiopeia,ban_3,blueBans,2017-03-09
Gnar,ban_3,blueBans,2017-03-09
Xayah,ban_3,blueBans,2017-08-09
Lucian,ban_3,blueBans,2017-08-09
Xayah,ban_3,blueBans,2017-08-09
Alistar,ban_3,blueBans,2017-09-09
Thresh,ban_3,blueBans,2017-09-09
Alistar,ban_3,blueBans,2017-09-09
Thresh,ban_3,blueBans,2017-09-09
Xayah,ban_3,blueBans,2017-09-09
JarvanIV,ban_3,blueBans,2017-10-09
Tristana,ban_3,blueBans,2017-10-09
Rakan,ban_3,blueBans,2017-10-09
Kalista,ban_3,blueBans,2015-04-17
KogMaw,ban_3,blueBans,2015-04-17
Kalista,ban_3,blueBans,2015-04-17
Kalista,ban_3,blueBans,2015-04-24
Kalista,ban_3,blueBans,2015-04-24
Kalista,ban_3,blueBans,2015-04-24
Urgot,ban_3,blueBans,2015-04-24
,ban_3,blueBans,2015-04-24
Ziggs,ban_3,blueBans,2015-05-02
Kassadin,ban_3,blueBans,2015-05-02
Maokai,ban_3,blueBans,2015-05-02
Gnar,ban_3,blueBans,2015-01-07
Kassadin,ban_3,blueBans,2015-01-07
Gnar,ban_3,blueBans,2015-01-07
Janna,ban_3,blueBans,2015-01-09
Janna,ban_3,blueBans,2015-01-09
Lissandra,ban_3,blueBans,2015-01-09
Lissandra,ban_3,blueBans,2015-01-09
Lissandra,ban_3,blueBans,2015-01-09
Gnar,ban_3,blueBans,2015-01-10
Sion,ban_3,blueBans,2015-01-10
Lulu,ban_3,blueBans,2015-01-10
Leblanc,ban_3,blueBans,2015-01-10
Janna,ban_3,blueBans,2015-01-14
Janna,ban_3,blueBans,2015-01-14
Rumble,ban_3,blueBans,2015-01-16
RekSai,ban_3,blueBans,2015-01-16
Lissandra,ban_3,blueBans,2015-01-16
Kassadin,ban_3,blueBans,2015-01-16
Lissandra,ban_3,blueBans,2015-01-16
Cassiopeia,ban_3,blueBans,2015-01-17
Sivir,ban_3,blueBans,2015-01-17
Kassadin,ban_3,blueBans,2015-01-17
Gnar,ban_3,blueBans,2015-01-17
Janna,ban_3,blueBans,2015-01-17
Kassadin,ban_3,blueBans,2015-01-21
Gnar,ban_3,blueBans,2015-01-21
Leblanc,ban_3,blueBans,2015-01-21
Thresh,ban_3,blueBans,2015-01-23
Cassiopeia,ban_3,blueBans,2015-01-23
Gnar,ban_3,blueBans,2015-01-23
Janna,ban_3,blueBans,2015-01-23
Leblanc,ban_3,blueBans,2015-01-24
DrMundo,ban_3,blueBans,2015-01-24
Kassadin,ban_3,blueBans,2015-01-24
Kassadin,ban_3,blueBans,2015-01-24
Janna,ban_3,blueBans,2015-01-28
Kassadin,ban_3,blueBans,2015-01-28
Janna,ban_3,blueBans,2015-01-28
RekSai,ban_3,blueBans,2015-01-30
Lulu,ban_3,blueBans,2015-01-30
Lissandra,ban_3,blueBans,2015-01-30
Lissandra,ban_3,blueBans,2015-01-30
Maokai,ban_3,blueBans,2015-01-31
Kassadin,ban_3,blueBans,2015-01-31
Leblanc,ban_3,blueBans,2015-01-31
Leblanc,ban_3,blueBans,2015-01-31
Lulu,ban_3,blueBans,2015-02-04
Xerath,ban_3,blueBans,2015-02-04
Lulu,ban_3,blueBans,2015-02-06
RekSai,ban_3,blueBans,2015-02-06
Kassadin,ban_3,blueBans,2015-02-07
Gnar,ban_3,blueBans,2015-02-07
Lissandra,ban_3,blueBans,2015-02-07
Lulu,ban_3,blueBans,2015-02-07
Lissandra,ban_3,blueBans,2015-02-11
Lulu,ban_3,blueBans,2015-02-11
Maokai,ban_3,blueBans,2015-02-11
Kassadin,ban_3,blueBans,2015-02-13
Kassadin,ban_3,blueBans,2015-02-13
Kalista,ban_3,blueBans,2015-02-13
Corki,ban_3,blueBans,2015-02-14
Kassadin,ban_3,blueBans,2015-02-14
LeeSin,ban_3,blueBans,2015-02-14
Kassadin,ban_3,blueBans,2015-02-14
Lissandra,ban_3,blueBans,2015-02-14
Leblanc,ban_3,blueBans,2015-02-14
RekSai,ban_3,blueBans,2015-02-25
Veigar,ban_3,blueBans,2015-02-25
RekSai,ban_3,blueBans,2015-02-25
Lulu,ban_3,blueBans,2015-02-27
JarvanIV,ban_3,blueBans,2015-02-27
Veigar,ban_3,blueBans,2015-02-27
Xerath,ban_3,blueBans,2015-02-27
Nunu,ban_3,blueBans,2015-02-28
Thresh,ban_3,blueBans,2015-02-28
Lissandra,ban_3,blueBans,2015-02-28
Corki,ban_3,blueBans,2015-02-28
KogMaw,ban_3,blueBans,2015-03-04
Kassadin,ban_3,blueBans,2015-03-04
Cassiopeia,ban_3,blueBans,2015-03-06
Xerath,ban_3,blueBans,2015-03-06
RekSai,ban_3,blueBans,2015-03-06
Xerath,ban_3,blueBans,2015-03-06
Lissandra,ban_3,blueBans,2015-03-06
Ezreal,ban_3,blueBans,2015-03-07
Lulu,ban_3,blueBans,2015-03-07
Corki,ban_3,blueBans,2015-03-07
Veigar,ban_3,blueBans,2015-03-07
Lissandra,ban_3,blueBans,2015-03-18
Kalista,ban_3,blueBans,2015-03-18
RekSai,ban_3,blueBans,2015-03-18
Ahri,ban_3,blueBans,2015-03-20
Leblanc,ban_3,blueBans,2015-03-20
Thresh,ban_3,blueBans,2015-03-20
Udyr,ban_3,blueBans,2015-03-20
Kalista,ban_3,blueBans,2015-03-21
Leblanc,ban_3,blueBans,2015-03-21
Annie,ban_3,blueBans,2015-03-21
Rumble,ban_3,blueBans,2015-03-21
Thresh,ban_3,blueBans,2015-03-25
Maokai,ban_3,blueBans,2015-03-25
Kalista,ban_3,blueBans,2015-03-27
Irelia,ban_3,blueBans,2015-03-27
RekSai,ban_3,blueBans,2015-03-27
Lissandra,ban_3,blueBans,2015-03-27
Leblanc,ban_3,blueBans,2015-03-28
Xerath,ban_3,blueBans,2015-03-28
Kalista,ban_3,blueBans,2015-03-28
Anivia,ban_3,blueBans,2015-03-28
TwistedFate,ban_3,blueBans,2015-04-01
Cassiopeia,ban_3,blueBans,2015-04-01
Kalista,ban_3,blueBans,2015-04-03
Lulu,ban_3,blueBans,2015-04-03
Leblanc,ban_3,blueBans,2015-04-04
Chogath,ban_3,blueBans,2015-04-04
Lissandra,ban_3,blueBans,2015-04-04
Rumble,ban_3,blueBans,2015-04-04
RekSai,ban_3,blueBans,2015-04-08
Xerath,ban_3,blueBans,2015-04-08
Sivir,ban_3,blueBans,2015-04-10
Leblanc,ban_3,blueBans,2015-04-10
Hecarim,ban_3,blueBans,2015-04-11
Lulu,ban_3,blueBans,2015-04-11
Sejuani,ban_3,blueBans,2015-04-11
Azir,ban_3,blueBans,2015-04-11
Cassiopeia,ban_3,blueBans,2015-04-11
Lulu,ban_3,blueBans,2015-05-20
Zed,ban_3,blueBans,2015-05-20
Alistar,ban_3,blueBans,2015-05-20
Sejuani,ban_3,blueBans,2015-05-20
Leblanc,ban_3,blueBans,2015-05-20
Leblanc,ban_3,blueBans,2015-05-21
Shyvana,ban_3,blueBans,2015-05-21
Jayce,ban_3,blueBans,2015-05-21
Leblanc,ban_3,blueBans,2015-05-22
Gragas,ban_3,blueBans,2015-05-22
RekSai,ban_3,blueBans,2015-05-22
Alistar,ban_3,blueBans,2015-05-22
Sejuani,ban_3,blueBans,2015-05-23
RekSai,ban_3,blueBans,2015-05-23
Gnar,ban_3,blueBans,2015-05-23
Lulu,ban_3,blueBans,2015-05-23
Gragas,ban_3,blueBans,2015-05-23
Gnar,ban_3,blueBans,2015-05-27
,ban_3,blueBans,2015-05-27
Azir,ban_3,blueBans,2015-05-27
Sejuani,ban_3,blueBans,2015-05-27
Maokai,ban_3,blueBans,2015-05-27
Leblanc,ban_3,blueBans,2015-05-28
Gragas,ban_3,blueBans,2015-05-28
Sejuani,ban_3,blueBans,2015-05-28
Leblanc,ban_3,blueBans,2015-05-29
Leblanc,ban_3,blueBans,2015-05-29
Leblanc,ban_3,blueBans,2015-05-29
Vladimir,ban_3,blueBans,2015-05-29
RekSai,ban_3,blueBans,2015-05-29
Maokai,ban_3,blueBans,2015-05-30
Azir,ban_3,blueBans,2015-05-30
Sivir,ban_3,blueBans,2015-05-30
Sejuani,ban_3,blueBans,2015-05-30
Maokai,ban_3,blueBans,2015-06-03
Rumble,ban_3,blueBans,2015-06-03
Gragas,ban_3,blueBans,2015-06-03
Alistar,ban_3,blueBans,2015-06-03
Alistar,ban_3,blueBans,2015-06-03
Varus,ban_3,blueBans,2015-06-04
Kalista,ban_3,blueBans,2015-06-04
Sejuani,ban_3,blueBans,2015-06-05
Leblanc,ban_3,blueBans,2015-06-05
Gragas,ban_3,blueBans,2015-06-05
Bard,ban_3,blueBans,2015-06-05
RekSai,ban_3,blueBans,2015-06-05
Sivir,ban_3,blueBans,2015-06-06
Sivir,ban_3,blueBans,2015-06-06
Leblanc,ban_3,blueBans,2015-06-06
Evelynn,ban_3,blueBans,2015-06-06
Kalista,ban_3,blueBans,2015-06-06
Leblanc,ban_3,blueBans,2015-06-06
Zed,ban_3,blueBans,2015-06-10
Leblanc,ban_3,blueBans,2015-06-10
Evelynn,ban_3,blueBans,2015-06-10
Cassiopeia,ban_3,blueBans,2015-06-10
Gragas,ban_3,blueBans,2015-06-10
Kalista,ban_3,blueBans,2015-06-11
Leblanc,ban_3,blueBans,2015-06-11
Gragas,ban_3,blueBans,2015-06-11
Alistar,ban_3,blueBans,2015-06-11
Ryze,ban_3,blueBans,2015-06-11
RekSai,ban_3,blueBans,2015-06-12
Maokai,ban_3,blueBans,2015-06-12
Leblanc,ban_3,blueBans,2015-06-12
Vayne,ban_3,blueBans,2015-06-12
Ryze,ban_3,blueBans,2015-06-13
Gragas,ban_3,blueBans,2015-06-13
Cassiopeia,ban_3,blueBans,2015-06-13
Ahri,ban_3,blueBans,2015-06-13
Thresh,ban_3,blueBans,2015-06-13
Ahri,ban_3,blueBans,2015-06-13
Alistar,ban_3,blueBans,2015-06-17
Sivir,ban_3,blueBans,2015-06-17
Kalista,ban_3,blueBans,2015-06-17
Sivir,ban_3,blueBans,2015-06-17
Maokai,ban_3,blueBans,2015-06-18
Annie,ban_3,blueBans,2015-06-18
Alistar,ban_3,blueBans,2015-06-18
Thresh,ban_3,blueBans,2015-06-18
Ekko,ban_3,blueBans,2015-06-19
Annie,ban_3,blueBans,2015-06-19
Ryze,ban_3,blueBans,2015-06-19
Leblanc,ban_3,blueBans,2015-06-19
Ryze,ban_3,blueBans,2015-06-19
Gragas,ban_3,blueBans,2015-06-20
Leblanc,ban_3,blueBans,2015-06-20
Alistar,ban_3,blueBans,2015-06-20
Nautilus,ban_3,blueBans,2015-06-24
RekSai,ban_3,blueBans,2015-06-24
Alistar,ban_3,blueBans,2015-06-24
Alistar,ban_3,blueBans,2015-06-24
Alistar,ban_3,blueBans,2015-06-25
Gragas,ban_3,blueBans,2015-06-25
Gragas,ban_3,blueBans,2015-06-25
Gragas,ban_3,blueBans,2015-06-25
Annie,ban_3,blueBans,2015-06-25
Maokai,ban_3,blueBans,2015-06-26
Kalista,ban_3,blueBans,2015-06-26
Ryze,ban_3,blueBans,2015-06-26
Varus,ban_3,blueBans,2015-06-26
Alistar,ban_3,blueBans,2015-06-27
Alistar,ban_3,blueBans,2015-06-27
RekSai,ban_3,blueBans,2015-06-27
Alistar,ban_3,blueBans,2015-06-27
Ryze,ban_3,blueBans,2015-07-01
Alistar,ban_3,blueBans,2015-07-01
Ryze,ban_3,blueBans,2015-07-01
RekSai,ban_3,blueBans,2015-07-01
Maokai,ban_3,blueBans,2015-07-02
Maokai,ban_3,blueBans,2015-07-02
Ryze,ban_3,blueBans,2015-07-03
Annie,ban_3,blueBans,2015-07-03
Viktor,ban_3,blueBans,2015-07-03
Ryze,ban_3,blueBans,2015-07-03
Gragas,ban_3,blueBans,2015-07-04
Annie,ban_3,blueBans,2015-07-04
Alistar,ban_3,blueBans,2015-07-04
Ryze,ban_3,blueBans,2015-07-04
RekSai,ban_3,blueBans,2015-07-08
Cassiopeia,ban_3,blueBans,2015-07-08
RekSai,ban_3,blueBans,2015-07-08
Rumble,ban_3,blueBans,2015-07-08
RekSai,ban_3,blueBans,2015-07-08
RekSai,ban_3,blueBans,2015-07-09
RekSai,ban_3,blueBans,2015-07-09
Riven,ban_3,blueBans,2015-07-09
Ryze,ban_3,blueBans,2015-07-10
Annie,ban_3,blueBans,2015-07-10
Rumble,ban_3,blueBans,2015-07-10
RekSai,ban_3,blueBans,2015-07-10
Azir,ban_3,blueBans,2015-07-10
Hecarim,ban_3,blueBans,2015-07-11
Cassiopeia,ban_3,blueBans,2015-07-11
Ahri,ban_3,blueBans,2015-07-11
Gragas,ban_3,blueBans,2015-07-11
Sivir,ban_3,blueBans,2015-07-11
Gragas,ban_3,blueBans,2015-07-15
Annie,ban_3,blueBans,2015-07-15
Annie,ban_3,blueBans,2015-07-15
Azir,ban_3,blueBans,2015-07-15
TwistedFate,ban_3,blueBans,2015-07-15
Alistar,ban_3,blueBans,2015-07-15
DrMundo,ban_3,blueBans,2015-07-16
Ryze,ban_3,blueBans,2015-07-16
Azir,ban_3,blueBans,2015-07-17
Gragas,ban_3,blueBans,2015-07-17
Hecarim,ban_3,blueBans,2015-07-17
Sivir,ban_3,blueBans,2015-07-17
Gnar,ban_3,blueBans,2015-07-17
Gnar,ban_3,blueBans,2015-07-17
Ryze,ban_3,blueBans,2015-07-18
Annie,ban_3,blueBans,2015-07-18
Thresh,ban_3,blueBans,2015-07-18
Annie,ban_3,blueBans,2015-07-18
Azir,ban_3,blueBans,2015-07-18
Azir,ban_3,blueBans,2015-07-22
Corki,ban_3,blueBans,2015-07-22
Alistar,ban_3,blueBans,2015-07-22
KogMaw,ban_3,blueBans,2015-07-22
TwistedFate,ban_3,blueBans,2015-07-22
Braum,ban_3,blueBans,2015-07-23
TwistedFate,ban_3,blueBans,2015-07-23
TwistedFate,ban_3,blueBans,2015-07-24
Kalista,ban_3,blueBans,2015-07-24
Annie,ban_3,blueBans,2015-07-24
Gragas,ban_3,blueBans,2015-07-24
Annie,ban_3,blueBans,2015-07-24
Annie,ban_3,blueBans,2015-07-24
Lucian,ban_3,blueBans,2015-07-25
Maokai,ban_3,blueBans,2015-07-25
Lucian,ban_3,blueBans,2015-07-25
KogMaw,ban_3,blueBans,2015-07-25
Annie,ban_3,blueBans,2015-07-25
Gnar,ban_3,blueBans,2015-07-29
Fizz,ban_3,blueBans,2015-07-29
Alistar,ban_3,blueBans,2015-07-29
Thresh,ban_3,blueBans,2015-07-29
Ryze,ban_3,blueBans,2015-07-29
TwistedFate,ban_3,blueBans,2015-07-30
Yasuo,ban_3,blueBans,2015-07-30
KogMaw,ban_3,blueBans,2015-07-31
Gragas,ban_3,blueBans,2015-07-31
Rumble,ban_3,blueBans,2015-07-31
Olaf,ban_3,blueBans,2015-07-31
Nidalee,ban_3,blueBans,2015-08-01
Gnar,ban_3,blueBans,2015-08-01
Riven,ban_3,blueBans,2015-08-01
Vayne,ban_3,blueBans,2015-08-01
RekSai,ban_3,blueBans,2015-08-01
Evelynn,ban_3,blueBans,2015-08-05
Elise,ban_3,blueBans,2015-08-05
Maokai,ban_3,blueBans,2015-08-05
TwistedFate,ban_3,blueBans,2015-08-05
Annie,ban_3,blueBans,2015-08-05
Elise,ban_3,blueBans,2015-08-06
Nidalee,ban_3,blueBans,2015-08-06
Braum,ban_3,blueBans,2015-08-07
RekSai,ban_3,blueBans,2015-08-07
Kalista,ban_3,blueBans,2015-08-07
Elise,ban_3,blueBans,2015-08-07
Ryze,ban_3,blueBans,2015-08-07
Elise,ban_3,blueBans,2015-08-08
Shen,ban_3,blueBans,2015-08-08
Annie,ban_3,blueBans,2015-08-08
Elise,ban_3,blueBans,2015-08-08
Braum,ban_3,blueBans,2015-08-08
RekSai,ban_3,blueBans,2015-08-08
Gragas,ban_3,blueBans,2015-08-12
RekSai,ban_3,blueBans,2015-08-12
TwistedFate,ban_3,blueBans,2015-08-12
Elise,ban_3,blueBans,2015-08-12
RekSai,ban_3,blueBans,2015-08-12
TwistedFate,ban_3,blueBans,2015-08-12
Maokai,ban_3,blueBans,2015-08-13
Kalista,ban_3,blueBans,2015-08-16
Azir,ban_3,blueBans,2015-08-16
,ban_3,blueBans,2015-08-16
Kennen,ban_3,blueBans,2015-08-19
Diana,ban_3,blueBans,2015-08-19
Viktor,ban_3,blueBans,2015-08-19
Shen,ban_3,blueBans,2015-08-21
Shen,ban_3,blueBans,2015-08-21
Shen,ban_3,blueBans,2015-08-21
Shen,ban_3,blueBans,2015-08-21
,ban_3,blueBans,2015-08-21
Lulu,ban_3,blueBans,2015-08-29
Kalista,ban_3,blueBans,2015-08-29
Lulu,ban_3,blueBans,2015-08-29
Braum,ban_3,blueBans,2015-09-02
Gangplank,ban_3,blueBans,2015-09-02
TwistedFate,ban_3,blueBans,2015-09-02
Malphite,ban_3,blueBans,2015-09-04
Diana,ban_3,blueBans,2015-09-04
Kalista,ban_3,blueBans,2015-09-04
Gangplank,ban_3,blueBans,2015-09-04
,ban_3,blueBans,2015-09-04
Kalista,ban_3,blueBans,2015-09-05
Fiora,ban_3,blueBans,2015-09-05
Elise,ban_3,blueBans,2015-09-05
Kalista,ban_3,blueBans,2015-09-05
MissFortune,ban_3,blueBans,2016-01-13
Lulu,ban_3,blueBans,2016-01-13
Ryze,ban_3,blueBans,2016-01-13
Ryze,ban_3,blueBans,2016-01-13
Ryze,ban_3,blueBans,2016-01-14
Alistar,ban_3,blueBans,2016-01-14
Kalista,ban_3,blueBans,2016-01-14
MissFortune,ban_3,blueBans,2016-01-14
Ryze,ban_3,blueBans,2016-01-15
Ryze,ban_3,blueBans,2016-01-15
TwistedFate,ban_3,blueBans,2016-01-15
Fiora,ban_3,blueBans,2016-01-15
Ryze,ban_3,blueBans,2016-01-16
Leblanc,ban_3,blueBans,2016-01-16
Elise,ban_3,blueBans,2016-01-16
Ryze,ban_3,blueBans,2016-01-16
TahmKench,ban_3,blueBans,2016-01-20
Ryze,ban_3,blueBans,2016-01-20
Gangplank,ban_3,blueBans,2016-01-20
Quinn,ban_3,blueBans,2016-01-20
Ryze,ban_3,blueBans,2016-01-20
Ryze,ban_3,blueBans,2016-01-21
Corki,ban_3,blueBans,2016-01-21
Gangplank,ban_3,blueBans,2016-01-21
Gangplank,ban_3,blueBans,2016-01-21
Ryze,ban_3,blueBans,2016-01-21
Ryze,ban_3,blueBans,2016-01-21
Leblanc,ban_3,blueBans,2016-01-22
Gangplank,ban_3,blueBans,2016-01-22
Gangplank,ban_3,blueBans,2016-01-22
Ryze,ban_3,blueBans,2016-01-22
Gangplank,ban_3,blueBans,2016-01-22
Graves,ban_3,blueBans,2016-01-23
Ryze,ban_3,blueBans,2016-01-23
Gangplank,ban_3,blueBans,2016-01-23
Gangplank,ban_3,blueBans,2016-01-23
Gangplank,ban_3,blueBans,2016-01-23
Gangplank,ban_3,blueBans,2016-01-27
Viktor,ban_3,blueBans,2016-01-27
Corki,ban_3,blueBans,2016-01-27
Viktor,ban_3,blueBans,2016-01-27
Lulu,ban_3,blueBans,2016-01-27
Lulu,ban_3,blueBans,2016-01-28
Ryze,ban_3,blueBans,2016-01-28
Lissandra,ban_3,blueBans,2016-01-28
Gangplank,ban_3,blueBans,2016-01-28
Corki,ban_3,blueBans,2016-01-29
Zed,ban_3,blueBans,2016-01-29
Trundle,ban_3,blueBans,2016-01-29
Kalista,ban_3,blueBans,2016-01-29
Trundle,ban_3,blueBans,2016-01-29
Poppy,ban_3,blueBans,2016-01-30
Lulu,ban_3,blueBans,2016-01-30
Ryze,ban_3,blueBans,2016-01-30
Quinn,ban_3,blueBans,2016-01-30
Gangplank,ban_3,blueBans,2016-02-03
Lulu,ban_3,blueBans,2016-02-03
Kalista,ban_3,blueBans,2016-02-03
Lulu,ban_3,blueBans,2016-02-03
Gangplank,ban_3,blueBans,2016-02-03
Alistar,ban_3,blueBans,2016-02-04
Alistar,ban_3,blueBans,2016-02-04
Nidalee,ban_3,blueBans,2016-02-04
Ryze,ban_3,blueBans,2016-02-04
Corki,ban_3,blueBans,2016-02-04
Ryze,ban_3,blueBans,2016-02-05
Gangplank,ban_3,blueBans,2016-02-05
Ryze,ban_3,blueBans,2016-02-05
Graves,ban_3,blueBans,2016-02-05
Ezreal,ban_3,blueBans,2016-02-05
Corki,ban_3,blueBans,2016-02-12
Nidalee,ban_3,blueBans,2016-02-12
Kalista,ban_3,blueBans,2016-02-12
Kalista,ban_3,blueBans,2016-02-12
Gangplank,ban_3,blueBans,2016-02-12
Corki,ban_3,blueBans,2016-02-13
Alistar,ban_3,blueBans,2016-02-13
TwistedFate,ban_3,blueBans,2016-02-13
Ryze,ban_3,blueBans,2016-02-13
Alistar,ban_3,blueBans,2016-02-13
Corki,ban_3,blueBans,2016-02-17
Zilean,ban_3,blueBans,2016-02-17
Ryze,ban_3,blueBans,2016-02-17
Lulu,ban_3,blueBans,2016-02-17
TwistedFate,ban_3,blueBans,2016-02-17
Corki,ban_3,blueBans,2016-02-17
Bard,ban_3,blueBans,2016-02-18
Ryze,ban_3,blueBans,2016-02-18
Ryze,ban_3,blueBans,2016-02-18
Corki,ban_3,blueBans,2016-02-18
Corki,ban_3,blueBans,2016-02-19
Lulu,ban_3,blueBans,2016-02-19
Lissandra,ban_3,blueBans,2016-02-19
Lulu,ban_3,blueBans,2016-02-19
Corki,ban_3,blueBans,2016-02-19
Ryze,ban_3,blueBans,2016-02-20
Lissandra,ban_3,blueBans,2016-02-20
Ryze,ban_3,blueBans,2016-02-20
Alistar,ban_3,blueBans,2016-02-20
Corki,ban_3,blueBans,2016-02-20
Kalista,ban_3,blueBans,2016-02-24
Corki,ban_3,blueBans,2016-02-24
Kalista,ban_3,blueBans,2016-02-24
Bard,ban_3,blueBans,2016-02-24
Kalista,ban_3,blueBans,2016-02-24
KogMaw,ban_3,blueBans,2016-02-25
Bard,ban_3,blueBans,2016-02-25
KogMaw,ban_3,blueBans,2016-02-25
Lissandra,ban_3,blueBans,2016-03-02
LeeSin,ban_3,blueBans,2016-03-02
Poppy,ban_3,blueBans,2016-03-02
Lulu,ban_3,blueBans,2016-03-02
Leblanc,ban_3,blueBans,2016-03-02
Varus,ban_3,blueBans,2016-03-03
Kalista,ban_3,blueBans,2016-03-03
Lulu,ban_3,blueBans,2016-03-03
Corki,ban_3,blueBans,2016-03-03
Lulu,ban_3,blueBans,2016-03-04
Corki,ban_3,blueBans,2016-03-04
Varus,ban_3,blueBans,2016-03-04
Lulu,ban_3,blueBans,2016-03-09
Gragas,ban_3,blueBans,2016-03-09
Corki,ban_3,blueBans,2016-03-09
Kalista,ban_3,blueBans,2016-03-09
Lissandra,ban_3,blueBans,2016-03-10
Kalista,ban_3,blueBans,2016-03-10
Kalista,ban_3,blueBans,2016-03-10
Sivir,ban_3,blueBans,2016-03-10
Trundle,ban_3,blueBans,2016-03-11
Zed,ban_3,blueBans,2016-03-11
Braum,ban_3,blueBans,2016-03-11
Trundle,ban_3,blueBans,2016-03-11
Leblanc,ban_3,blueBans,2016-03-11
Azir,ban_3,blueBans,2016-03-12
Zilean,ban_3,blueBans,2016-03-12
Lulu,ban_3,blueBans,2016-03-12
Poppy,ban_3,blueBans,2016-03-12
Nidalee,ban_3,blueBans,2016-03-12
Kalista,ban_3,blueBans,2016-03-16
Poppy,ban_3,blueBans,2016-03-16
Lulu,ban_3,blueBans,2016-03-16
Kalista,ban_3,blueBans,2016-03-16
Trundle,ban_3,blueBans,2016-03-16
Kalista,ban_3,blueBans,2016-03-17
Alistar,ban_3,blueBans,2016-03-17
Zed,ban_3,blueBans,2016-03-17
Trundle,ban_3,blueBans,2016-03-17
Lissandra,ban_3,blueBans,2016-03-17
Lissandra,ban_3,blueBans,2016-03-18
Poppy,ban_3,blueBans,2016-03-18
Kalista,ban_3,blueBans,2016-03-18
Azir,ban_3,blueBans,2016-03-18
Kalista,ban_3,blueBans,2016-03-18
Azir,ban_3,blueBans,2016-03-19
Corki,ban_3,blueBans,2016-03-19
Lissandra,ban_3,blueBans,2016-03-19
Corki,ban_3,blueBans,2016-03-19
Lissandra,ban_3,blueBans,2016-03-19
Trundle,ban_3,blueBans,2016-03-23
Corki,ban_3,blueBans,2016-03-23
Kalista,ban_3,blueBans,2016-03-23
Corki,ban_3,blueBans,2016-03-23
Varus,ban_3,blueBans,2016-03-24
Corki,ban_3,blueBans,2016-03-24
Leblanc,ban_3,blueBans,2016-03-24
